  0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
  0,   0,   0, 2.557159e-01, 2.557159e-01, 2.557159e-01, 3.896463e-01, 3.896463e-01, 3.896463e-01, 6.424553e-01, 6.424553e-01, 6.424553e-01, 6.640193e-01, 6.640193e-01, 6.640193e-01, 6.939836e-01, 6.939836e-01, 6.939836e-01, 7.180073e-01, 7.180073e-01, 7.180073e-01, 7.613612e-01, 7.613612e-01, 7.613612e-01, 9.773788e-01, 9.773788e-01, 9.773788e-01, 1.249709e+00, 1.249709e+00, 1.249709e+00, 1.375917e+00, 1.375917e+00, 1.375917e+00, 1.449868e+00, 1.449868e+00, 1.449868e+00, 1.614168e+00, 1.614168e+00, 1.614168e+00, 1.752766e+00, 1.752766e+00, 1.752766e+00, 1.764097e+00, 1.764097e+00, 1.764097e+00, 1.808682e+00, 1.808682e+00, 1.808682e+00, 1.763876e+00, 1.763876e+00, 1.763876e+00, 1.238096e+00, 1.238096e+00, 1.238096e+00, 4.170669e-01, 4.170669e-01, 4.170669e-01,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
  0,   0,   0, 3.274446e-01, 3.274446e-01, 3.274446e-01, 5.039463e-01, 5.039463e-01, 5.039463e-01, 7.620843e-01, 7.620843e-01, 7.620843e-01, 7.670348e-01, 7.670348e-01, 7.670348e-01, 7.525454e-01, 7.525454e-01, 7.525454e-01, 7.837363e-01, 7.837363e-01, 7.837363e-01, 8.999124e-01, 8.999124e-01, 8.999124e-01, 1.235966e+00, 1.235966e+00, 1.235966e+00, 1.512020e+00, 1.512020e+00, 1.512020e+00, 1.661516e+00, 1.661516e+00, 1.661516e+00, 1.825512e+00, 1.825512e+00, 1.825512e+00, 2.134418e+00, 2.134418e+00, 2.134418e+00, 2.375832e+00, 2.375832e+00, 2.375832e+00, 2.424305e+00, 2.424305e+00, 2.424305e+00, 2.524182e+00, 2.524182e+00, 2.524182e+00, 2.599672e+00, 2.599672e+00, 2.599672e+00, 2.302706e+00, 2.302706e+00, 2.302706e+00, 1.039096e+00, 1.039096e+00, 1.039096e+00,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
  0,   0,   0, 3.563365e-01, 3.563365e-01, 3.563365e-01, 5.273510e-01, 5.273510e-01, 5.273510e-01, 7.916816e-01, 7.916816e-01, 7.916816e-01, 9.006605e-01, 9.006605e-01, 9.006605e-01, 8.661018e-01, 8.661018e-01, 8.661018e-01, 9.170205e-01, 9.170205e-01, 9.170205e-01, 1.209809e+00, 1.209809e+00, 1.209809e+00, 1.622020e+00, 1.622020e+00, 1.622020e+00, 1.923707e+00, 1.923707e+00, 1.923707e+00, 2.159273e+00, 2.159273e+00, 2.159273e+00, 2.658895e+00, 2.658895e+00, 2.658895e+00, 3.283895e+00, 3.283895e+00, 3.283895e+00, 3.139624e+00, 3.139624e+00, 3.139624e+00, 3.090892e+00, 3.090892e+00, 3.090892e+00, 3.259140e+00, 3.259140e+00, 3.259140e+00, 3.390240e+00, 3.390240e+00, 3.390240e+00, 3.401314e+00, 3.401314e+00, 3.401314e+00, 2.913062e+00, 2.913062e+00, 2.913062e+00,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
  0,   0,   0, 2.788178e-01, 2.788178e-01, 2.788178e-01, 4.198702e-01, 4.198702e-01, 4.198702e-01, 7.461532e-01, 7.461532e-01, 7.461532e-01, 9.352238e-01, 9.352238e-01, 9.352238e-01, 9.327234e-01, 9.327234e-01, 9.327234e-01, 1.105680e+00, 1.105680e+00, 1.105680e+00, 1.474628e+00, 1.474628e+00, 1.474628e+00, 1.901742e+00, 1.901742e+00, 1.901742e+00, 2.321860e+00, 2.321860e+00, 2.321860e+00, 8.517316e+00, 8.517316e+00, 8.517316e+00, 4.853317e+01, 4.853317e+01, 4.853317e+01, 7.022152e+01, 7.022152e+01, 7.022152e+01, 3.209779e+01, 3.209779e+01, 3.209779e+01, 7.906121e+00, 7.906121e+00, 7.906121e+00, 3.812650e+00, 3.812650e+00, 3.812650e+00, 3.835575e+00, 3.835575e+00, 3.835575e+00, 3.974581e+00, 3.974581e+00, 3.974581e+00, 3.732974e+00, 3.732974e+00, 3.732974e+00,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
  0,   0,   0, 2.033595e-01, 2.033595e-01, 2.033595e-01, 3.306188e-01, 3.306188e-01, 3.306188e-01, 7.753974e-01, 7.753974e-01, 7.753974e-01, 9.487412e-01, 9.487412e-01, 9.487412e-01, 1.022010e+00, 1.022010e+00, 1.022010e+00, 1.295884e+00, 1.295884e+00, 1.295884e+00, 1.649449e+00, 1.649449e+00, 1.649449e+00, 2.049685e+00, 2.049685e+00, 2.049685e+00, 4.050377e+00, 4.050377e+00, 4.050377e+00, 7.315768e+01, 7.315768e+01, 7.315768e+01, 2.243919e+02, 2.243919e+02, 2.243919e+02, 2.433821e+02, 2.433821e+02, 2.433821e+02, 2.195355e+02, 2.195355e+02, 2.195355e+02, 8.711585e+01, 8.711585e+01, 8.711585e+01, 8.041517e+00, 8.041517e+00, 8.041517e+00, 4.328602e+00, 4.328602e+00, 4.328602e+00, 4.386428e+00, 4.386428e+00, 4.386428e+00, 4.171591e+00, 4.171591e+00, 4.171591e+00,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
  0,   0,   0, 2.055520e-01, 2.055520e-01, 2.055520e-01, 3.835267e-01, 3.835267e-01, 3.835267e-01, 7.848474e-01, 7.848474e-01, 7.848474e-01, 9.774506e-01, 9.774506e-01, 9.774506e-01, 1.187641e+00, 1.187641e+00, 1.187641e+00, 1.462944e+00, 1.462944e+00, 1.462944e+00, 1.822595e+00, 1.822595e+00, 1.822595e+00, 2.121573e+00, 2.121573e+00, 2.121573e+00, 8.273067e+00, 8.273067e+00, 8.273067e+00, 1.668464e+02, 1.668464e+02, 1.668464e+02, 2.518193e+02, 2.518193e+02, 2.518193e+02, 255, 255, 255, 2.531485e+02, 2.531485e+02, 2.531485e+02, 2.133452e+02, 2.133452e+02, 2.133452e+02, 2.161205e+01, 2.161205e+01, 2.161205e+01, 4.677189e+00, 4.677189e+00, 4.677189e+00, 4.657368e+00, 4.657368e+00, 4.657368e+00, 4.517660e+00, 4.517660e+00, 4.517660e+00,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
  0,   0,   0, 2.191282e-01, 2.191282e-01, 2.191282e-01, 3.700204e-01, 3.700204e-01, 3.700204e-01, 7.245089e-01, 7.245089e-01, 7.245089e-01, 1.082760e+00, 1.082760e+00, 1.082760e+00, 1.359767e+00, 1.359767e+00, 1.359767e+00, 1.637724e+00, 1.637724e+00, 1.637724e+00, 1.931843e+00, 1.931843e+00, 1.931843e+00, 2.194854e+00, 2.194854e+00, 2.194854e+00, 6.678015e+00, 6.678015e+00, 6.678015e+00, 1.462158e+02, 1.462158e+02, 1.462158e+02, 2.501035e+02, 2.501035e+02, 2.501035e+02, 2.546153e+02, 2.546153e+02, 2.546153e+02, 2.524977e+02, 2.524977e+02, 2.524977e+02, 2.164137e+02, 2.164137e+02, 2.164137e+02, 2.021061e+01, 2.021061e+01, 2.021061e+01, 4.760963e+00, 4.760963e+00, 4.760963e+00, 4.795744e+00, 4.795744e+00, 4.795744e+00, 4.717501e+00, 4.717501e+00, 4.717501e+00,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
  0,   0,   0, 2.030856e-01, 2.030856e-01, 2.030856e-01, 2.965015e-01, 2.965015e-01, 2.965015e-01, 6.951416e-01, 6.951416e-01, 6.951416e-01, 1.289686e+00, 1.289686e+00, 1.289686e+00, 1.560377e+00, 1.560377e+00, 1.560377e+00, 1.792462e+00, 1.792462e+00, 1.792462e+00, 2.002414e+00, 2.002414e+00, 2.002414e+00, 2.273055e+00, 2.273055e+00, 2.273055e+00, 3.077857e+00, 3.077857e+00, 3.077857e+00, 3.539356e+01, 3.539356e+01, 3.539356e+01, 1.792803e+02, 1.792803e+02, 1.792803e+02, 2.279273e+02, 2.279273e+02, 2.279273e+02, 2.103111e+02, 2.103111e+02, 2.103111e+02, 8.137005e+01, 8.137005e+01, 8.137005e+01, 6.733791e+00, 6.733791e+00, 6.733791e+00, 4.753577e+00, 4.753577e+00, 4.753577e+00, 4.914561e+00, 4.914561e+00, 4.914561e+00, 4.809391e+00, 4.809391e+00, 4.809391e+00,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
  0,   0,   0, 2.047866e-01, 2.047866e-01, 2.047866e-01, 2.964185e-01, 2.964185e-01, 2.964185e-01, 8.957727e-01, 8.957727e-01, 8.957727e-01, 1.550318e+00, 1.550318e+00, 1.550318e+00, 1.812588e+00, 1.812588e+00, 1.812588e+00, 1.981997e+00, 1.981997e+00, 1.981997e+00, 2.095014e+00, 2.095014e+00, 2.095014e+00, 2.322149e+00, 2.322149e+00, 2.322149e+00, 2.521202e+00, 2.521202e+00, 2.521202e+00, 3.762291e+00, 3.762291e+00, 3.762291e+00, 1.339326e+01, 1.339326e+01, 1.339326e+01, 2.689082e+01, 2.689082e+01, 2.689082e+01, 1.885327e+01, 1.885327e+01, 1.885327e+01, 5.582414e+00, 5.582414e+00, 5.582414e+00, 4.181791e+00, 4.181791e+00, 4.181791e+00, 4.765853e+00, 4.765853e+00, 4.765853e+00, 4.977066e+00, 4.977066e+00, 4.977066e+00, 4.728790e+00, 4.728790e+00, 4.728790e+00,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
